1 4557881
2 4922794
3 5287711
4 5652633
5 6017560
6 6382491
7 6747427
8 7112356
9 7477314
10 7842265
11 8188015
12 8533775
13 8879540
14 9225309
15 9571084
16 9916863
17 10262635
18 10608436
19 10954229
20 11415228
