1 3154275
2 3285140
3 3416005
4 3546834
5 3677675
6 3808504
7 3939381
8 4070210
9 4201099
10 4331964
11 4447769
12 4563646
13 4679499
14 4795376
15 4911217
16 5027034
17 5142923
18 5258800
19 5374641
20 5490482
